Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Snow on Grnd (cm)
2015-01-01,4.5,0.5,2.5,0.0,0,0.0,1,117.0
2015-01-02,-3.0,-6.0,-4.5,0.0,0,0.0,1,116.0
2015-01-03,-6.0,-9.0,-7.5,0.0,0,5.0,0,115.0
2015-01-04,0.0,-8.0,-4.0,0.0,0,33.0,0,132.0
2015-01-05,3.0,-5.0,-1.0,23.0,0,6.0,0,149.0
2015-01-06,6.0,-2.5,1.8,0.0,0,0.0,0,131.0
2015-01-07,6.5,3.0,4.8,0.0,0,0.0,0,123.0
2015-01-08,5.0,0.0,2.5,0.0,0,0.0,0,123.0
2015-01-09,4.0,-2.0,1.0,0.0,0,3.0,0,122.0
2015-01-10,1.5,-2.5,-0.5,0.0,0,2.0,0,124.0
2015-01-11,-1.5,-5.0,-3.3,0.0,0,0.0,0,124.0
2015-01-12,-1.0,-6.0,-3.5,0.0,0,0.0,0,124.0
2015-01-13,4.5,-5.0,-0.3,0.0,0,0.0,0,124.0
2015-01-14,7.0,-1.0,3.0,0.0,0,0.0,0,123.0
2015-01-15,-2.0,-3.0,-2.5,0.0,0,14.0,0,123.0
2015-01-16,-2.0,-4.0,-3.0,0.0,0,0.0,1,137.0
2015-01-17,0.0,-6.5,-3.3,0.0,0,11.0,0,134.0
2015-01-18,-1.5,-4.0,-2.8,0.0,0,9.0,0,154.0
2015-01-19,-5.0,-6.0,-5.5,0.0,0,0.0,0,159.0
2015-01-20,-2.6666666666666665,-5.0,-3.833333333333333,0.0,0,0.0,0,157.66666666666666
2015-01-21,-0.33333333333333304,-4.0,-2.166666666666666,0.0,0,0.0,0,156.33333333333331
2015-01-22,2.0,-3.0,-0.5,4.0,0,0.0,1,155.0
2015-01-23,3.0,0.0,1.5,35.0,0,0.0,0,149.0
2015-01-24,4.5,0.0,2.3,10.0,0,0.0,0,140.0
2015-01-25,7.5,2.0,4.8,0.0,0,0.0,0,132.0
2015-01-26,7.5,5.0,6.3,0.0,0,0.0,0,124.0
2015-01-27,3.0,0.0,1.5,0.0,0,0.0,0,122.0
2015-01-28,0.5,-7.5,-3.5,0.0,0,0.0,0,122.0
2015-01-29,2.5,-4.0,-0.8,0.0,0,0.0,0,122.0
2015-01-30,2.5,-2.5,0.0,0.0,0,0.0,0,121.0
2015-01-31,1.0,-4.0,-1.5,0.0,0,10.0,0,126.0
2015-02-01,-1.5,-3.5,-2.5,0.0,0,5.0,0,131.0
2015-02-02,-2.5,-5.5,-4.0,0.0,0,6.0,0,132.0
2015-02-03,-0.5,-3.5,-2.0,0.0,0,0.0,0,137.0
2015-02-04,2.5,-6.0,-1.8,0.0,0,0.0,1,136.0
2015-02-05,2.0,-2.5,-0.3,60.0,0,13.0,0,121.0
2015-02-06,1.5,-0.5,0.5,51.0,0,9.0,0,148.0
2015-02-07,-0.5,-2.0,-1.3,0.0,0,9.0,0,152.0
2015-02-08,1.0,-2.0,-0.5,0.0,0,5.0,0,158.0
2015-02-09,1.0,-2.0,-0.5,2.0,0,2.0,0,159.0
2015-02-10,0.5,-1.5,-0.5,0.0,0,0.0,0,156.0
2015-02-11,3.0,-1.5,0.8,0.0,1,0.0,0,152.0
2015-02-12,5.0,-1.0,2.0,7.0,0,4.0,0,150.0
2015-02-13,5.0,0.0,2.5,28.0,0,0.0,0,150.0
2015-02-14,2.5,-3.0,-0.3,0.0,0,0.0,0,145.0
2015-02-15,2.0,-5.0,-1.5,0.0,0,0.0,0,144.0
2015-02-16,-0.5,-5.5,-3.0,0.0,0,0.0,0,144.0
2015-02-17,5.0,-3.5,0.8,0.0,0,0.0,0,144.0
2015-02-18,2.5,-0.5,1.0,0.0,0,0.0,1,144.0
2015-02-19,-1.0,-2.5,-1.8,0.0,0,1.1,0,144.0
2015-02-20,0.5,-5.0,-2.3,0.0,0,0.0,0,143.0
2015-02-21,-1.0,-7.0,-4.0,0.0,0,0.0,0,143.0
2015-02-22,5.0,-6.5,-0.8,0.0,0,0.0,0,143.0
2015-02-23,8.0,0.0,4.0,0.0,0,0.0,0,143.0
2015-02-24,2.5,-2.0,0.3,0.0,0,0.0,0,143.0
2015-02-25,-3.0,-6.0,-4.5,0.0,0,5.0,0,143.0
2015-02-26,-1.5,-5.0,-3.3,0.0,0,0.0,1,147.0
2015-02-27,-3.5,-6.0,-4.8,0.0,0,0.0,0,144.0
2015-02-28,-0.5,-10.0,-5.3,0.0,0,0.0,0,144.0
2015-03-01,-2.0,-5.0,-3.5,0.0,0,2.0,0,144.0
2015-03-02,-5.0,-9.0,-7.0,0.0,0,0.0,0,146.0
2015-03-03,-2.0,-12.5,-7.3,0.0,0,0.0,0,145.0
2015-03-04,1.0,-7.0,-3.0,0.0,0,0.0,0,144.5
2015-03-05,2.0,-4.5,-1.3,0.0,0,0.0,0,144.0
2015-03-06,5.0,-2.5,1.3,0.0,0,0.0,0,144.0
2015-03-07,6.5,-0.5,3.0,0.0,0,0.0,0,144.0
2015-03-08,6.5,0.5,3.5,0.0,0,0.0,0,144.0
2015-03-09,3.5,0.5,2.0,0.0,0,0.0,0,143.0
2015-03-10,6.5,-1.0,2.8,0.0,0,0.0,1,142.0
2015-03-11,0.5,-3.0,-1.3,1.0,0,3.0,0,142.0
2015-03-12,1.5,-1.5,0.0,0.0,0,0.0,1,144.0
2015-03-13,4.0,-1.0,1.5,0.0,0,0.0,1,143.0
2015-03-14,0.5,-2.0,-0.8,0.0,0,8.0,0,142.0
2015-03-15,-3.0,-5.0,-4.0,0.0,0,0.0,0,150.0
2015-03-16,-0.5,-8.0,-4.3,0.0,0,0.0,0,148.0
2015-03-17,1.5,-4.5,-1.5,0.0,0,0.0,0,148.0
2015-03-18,1.0,-4.0,-1.5,0.0,0,4.0,0,148.0
2015-03-19,1.5,-3.0,-0.8,0.0,0,21.0,0,152.0
2015-03-20,0.5,-1.5,-0.5,5.0,0,18.0,0,166.0
2015-03-21,-1.0,-2.5,-1.8,0.0,0,2.0,0,181.0
2015-03-22,-1.5,-6.5,-4.0,0.0,0,6.0,0,180.0
2015-03-23,-0.5,-6.5,-3.5,0.0,0,4.0,0,185.0
2015-03-24,-1.0,-6.5,-3.8,0.0,0,5.0,0,187.0
2015-03-25,2.0,-4.5,-1.3,10.0,0,0.0,0,188.0
2015-03-26,5.0,0.5,2.8,1.0,0,0.0,0,188.0
2015-03-27,5.0,2.0,3.5,5.0,0,3.0,0,171.0
2015-03-28,-1.0,-2.5,-1.8,0.0,0,9.0,0,171.0
2015-03-29,1.0,-3.0,-1.0,7.0,0,44.0,0,177.0
2015-03-30,1.0,-2.0,-0.5,7.9,0,7.0,0,190.0
2015-03-31,-3.5,-6.5,-5.0,0.0,0,2.0,0,184.0
2015-04-01,-2.0,-7.5,-4.8,0.0,0,0.0,1,181.0
2015-04-02,-2.5,-7.0,-4.8,0.0,0,2.1,0,179.0
2015-04-03,4.0,-6.0,-1.0,0.0,0,6.0,0,179.0
2015-04-04,-3.5,-7.5,-5.5,0.0,0,2.0,0,187.0
2015-04-05,0.0,-8.5,-4.3,0.0,0,0.0,0,184.0
2015-04-06,2.0,-6.0,-2.0,0.0,0,0.0,0,182.5
2015-04-07,3.0,-6.0,-1.5,0.0,0,0.0,0,181.0
2015-04-08,4.0,-4.0,0.0,0.0,0,0.0,0,181.0
2015-04-09,4.5,-3.5,0.5,0.0,0,0.0,1,180.0
2015-04-10,-0.5,-3.0,-1.8,0.0,0,18.0,0,190.0
2015-04-11,-4.5,-8.5,-6.5,0.0,0,5.0,0,200.0
2015-04-12,-4.5,-9.5,-7.0,0.0,0,3.0,0,198.0
2015-04-13,-3.5,-6.0,-4.8,0.0,0,13.0,0,200.0
2015-04-14,-3.5,-8.5,-6.0,0.0,0,0.0,0,206.0
2015-04-15,-1.0,-7.5,-4.3,0.0,0,0.0,0,205.0
2015-04-16,4.5,-4.5,0.0,0.0,0,0.0,0,199.0
2015-04-17,4.5,0.4,2.5,0.0,0,0.0,0,192.0
2015-11-19,-7.0,-10.0,-8.5,0.0,0,0.0,0,77.0
2015-11-20,-1.0,-10.5,-5.8,0.0,0,0.0,0,76.0
2015-11-21,3.5,-11.0,-3.8,0.0,0,0.0,0,76.0
2015-11-22,5.0,-1.5,1.8,0.0,0,2.0,0,76.0
2015-11-23,-0.5,-5.0,-2.8,0.0,0,11.0,0,76.0
2015-11-24,-8.0,-13.5,-10.8,0.0,0,8.0,0,82.0
2015-11-25,-2.0,-13.0,-7.5,0.0,0,0.0,0,82.0
2015-11-26,1.5,-4.0,-1.3,0.0,0,0.0,0,80.0
2015-11-27,5.0,-1.5,1.8,0.0,0,0.0,0,80.0
2015-11-28,9.0,1.5,5.3,0.0,0,0.0,0,79.0
2015-11-29,6.0,1.0,3.5,0.0,0,0.0,0,79.0
2015-11-30,1.2,-0.5,0.4,0.0,0,3.0,0,78.0
2015-12-01,-1.5,-5.0,-3.3,0.0,0,10.0,0,80.0
2015-12-02,1.5,-4.0,-1.3,31.0,0,2.0,0,86.0
2015-12-03,0.0,-1.5,-0.8,35.0,0,10.0,0,82.0
2015-12-04,-0.3333333333333333,-2.3333333333333335,-1.3666666666666667,0.0,0,26.4,0,96.66666666666667
2015-12-05,-0.6666666666666666,-3.166666666666667,-1.9333333333333333,0.0,0,26.4,0,111.33333333333334
2015-12-06,-1.0,-4.0,-2.5,0.0,0,27.0,0,126.0
2015-12-07,-0.5,-3.0,-1.8,0.0,0,16.0,0,138.0
2015-12-08,3.0,-2.5,0.3,21.0,0,14.0,0,147.0
2015-12-09,-3.0,-4.0,-3.5,0.0,0,5.0,0,144.0
2015-12-10,-3.0,-6.0,-4.5,0.0,0,38.0,0,138.0
2015-12-11,-3.5,-5.0,-4.3,0.0,0,1.0,0,165.0
2015-12-12,-4.0,-7.0,-5.5,0.0,0,42.0,0,155.0
2015-12-13,-3.5,-5.0,-4.3,0.0,0,8.0,0,185.0
2015-12-14,-3.5,-9.0,-6.3,0.0,0,0.0,1,177.0
2015-12-15,-4.0,-5.0,-4.5,0.0,0,3.0,0,169.0
2015-12-16,-3.0,-12.0,-7.5,0.0,0,0.0,0,166.0
2015-12-17,-3.0,-10.0,-6.5,0.0,0,21.0,0,161.0
2015-12-18,-4.0,-6.5,-5.3,0.0,0,14.0,0,175.0
2015-12-19,-5.5,-8.0,-6.8,0.0,0,34.0,0,177.0
2015-12-20,-5.5,-7.0,-6.3,0.0,0,5.0,0,205.0
2015-12-21,-7.0,-10.0,-8.5,0.0,0,0.0,1,195.0
2015-12-22,-8.0,-11.5,-9.8,0.0,0,3.0,0,188.0
2015-12-23,-4.5,-9.5,-7.0,0.0,0,15.0,0,183.0
2015-12-24,-7.5,-11.0,-9.3,0.0,0,2.0,0,191.0
2015-12-25,-9.0,-13.5,-11.3,0.0,0,1.0,0,187.0
2015-12-26,-7.0,-14.0,-10.5,0.0,0,9.0,0,181.0
2015-12-27,-6.0,-9.0,-7.5,0.0,0,7.0,0,183.0
2015-12-28,-6.0,-10.0,-8.0,0.0,0,0.0,0,182.0
2015-12-29,-9.0,-13.0,-11.0,0.0,0,0.0,0,180.0
2015-12-30,-1.5,-10.0,-5.8,0.0,0,0.0,0,178.0
2015-12-31,4.9,-8.5,-1.8,0.0,0,0.0,0,174.5
2016-01-01,5.0,-2.0,1.5,0.0,0,0.0,0,171.0
2016-01-02,4.5,0.0,2.3,0.0,0,0.0,0,169.0
2016-01-03,-4.0,-7.0,-5.5,0.0,0,0.0,1,166.0
2016-01-04,-4.0,-11.0,-7.5,0.0,0,3.0,0,166.0
2016-01-05,-1.5,-9.5,-5.5,0.0,0,10.0,0,166.0
2016-01-06,0.0,-3.0,-1.5,0.0,0,0.0,1,172.0
2016-01-07,-2.0,-6.0,-4.0,0.0,0,0.0,0,169.0
2016-01-08,-3.0,-6.0,-4.5,0.0,0,0.0,0,166.0
2016-01-09,-2.5,-7.0,-4.8,0.0,0,0.0,0,165.0
2016-01-10,-1.8333333333333335,-5.833333333333333,-3.8666666666666667,0.0,0,2.4,0,166.33333333333334
2016-01-11,-1.166666666666667,-4.666666666666666,-2.9333333333333336,0.0,0,2.4,0,167.66666666666669
2016-01-12,-0.5,-3.5,-2.0,0.0,0,18.0,0,169.0
2016-01-13,-1.5,-4.5,-3.0,0.0,0,1.0,0,183.0
2016-01-14,-4.0,-7.0,-5.5,0.0,0,0.0,1,181.0
2016-01-15,-2.5,-8.5,-5.5,0.0,0,3.0,0,178.0
2016-01-16,0.0,-6.5,-3.3,0.0,0,13.0,0,180.0
2016-01-17,-2.0,-4.0,-3.0,0.0,0,20.0,0,193.0
2016-01-18,-3.0,-5.0,-4.0,0.0,0,18.0,0,203.0
2016-01-19,-4.0,-5.5,-4.8,0.0,0,2.0,0,216.0
2016-01-20,-1.0,-6.5,-3.8,0.0,0,11.0,0,209.0
2016-01-21,0.5,-4.5,-2.0,33.0,0,13.0,0,208.0
2016-01-22,0.0,-2.0,-1.0,0.0,0,8.0,0,205.0
2016-01-23,-0.5,-5.0,-2.8,0.0,0,0.0,0,204.0
2016-01-24,-4.0,-8.0,-6.0,0.0,0,0.0,0,202.0
2016-01-25,0.5,-8.5,-4.0,0.0,0,2.0,0,202.0
2016-01-26,1.5,-4.0,-1.3,3.5,0,3.0,0,200.0
2016-01-27,2.0,-1.5,0.3,78.0,0,7.0,0,199.0
2016-01-28,0.5,-3.5,-1.5,8.0,0,2.0,0,201.0
2016-01-29,-4.5,-6.0,-5.3,0.0,0,15.0,0,198.0
2016-01-30,-6.0,-8.5,-7.3,0.0,0,9.0,0,207.0
2016-01-31,-5.5,-9.0,-7.3,0.0,0,7.0,0,209.0
2016-02-01,-6.0,-10.5,-8.3,0.0,0,0.0,1,208.0
2016-02-02,-5.0,-12.5,-8.8,0.0,0,1.0,0,205.0
2016-02-03,-4.0,-9.833333333333334,-6.966666666666667,0.0,0,1.8,0,206.0
2016-02-04,-3.0,-7.166666666666668,-5.133333333333333,0.0,0,1.8,0,207.0
2016-02-05,-2.0,-4.5,-3.3,0.0,0,60.0,0,208.0
2016-02-06,-3.0,-7.0,-5.0,0.0,0,2.0,0,252.0
2016-02-07,5.5,-9.0,-1.8,0.0,0,1.0,0,245.0
2016-02-08,12.5,-1.0,5.8,0.0,0,0.0,0,238.0
2016-02-09,11.0,7.5,9.3,0.0,0,0.0,1,234.0
2016-02-10,2.0,-0.5,0.8,9.0,0,1.0,0,231.0
2016-02-11,2.5,-3.5,-0.5,11.0,0,8.1,0,205.0
2016-02-12,1.0,-2.0,-0.5,0.0,0,13.0,0,232.0
2016-02-13,-3.0,-4.5,-3.8,0.0,0,11.0,0,242.0
2016-02-14,3.0,-5.0,-1.0,0.0,0,18.0,0,246.0
2016-02-15,0.0,-3.5,-1.8,0.0,0,19.0,0,268.0
2016-02-16,-1.0,-5.5,-3.3,0.0,0,6.0,0,264.5
2016-02-17,1.0,-5.0,-2.0,0.0,0,14.0,0,261.0
2016-02-18,-2.5,-6.0,-4.3,0.0,0,5.0,0,265.0
2016-02-19,-3.0,-5.0,-4.0,0.0,0,9.0,0,263.0
2016-02-20,-4.0,-7.0,-5.5,0.0,0,3.0,0,265.0
2016-02-21,-3.0,-9.0,-6.0,0.0,0,2.0,0,260.0
2016-02-22,-2.5,-8.5,-5.5,0.0,0,0.0,0,259.0
2016-02-23,-1.0,-9.0,-5.0,0.0,0,0.0,0,257.0
2016-02-24,2.5,-4.5,-1.0,0.0,0,0.0,0,250.0
2016-02-25,4.0,-3.0,0.5,0.0,0,0.0,0,249.0
2016-02-26,3.0,0.5,1.8,0.0,0,1.0,0,249.0
2016-02-27,0.5,-5.0,-2.3,0.0,0,1.0,0,249.0
2016-02-28,-2.0,-4.5,-3.3,0.0,0,29.0,0,249.0
2016-02-29,-3.0,-6.5,-4.8,0.0,0,4.0,0,267.0
2016-03-01,-1.0,-6.5,-3.8,0.0,0,31.0,0,265.0
2016-03-02,-0.5,-4.5,-2.5,0.0,0,9.0,0,287.0
2016-03-03,-2.0,-4.0,-3.0,0.0,0,11.0,0,284.0
2016-03-04,-1.0,-3.5,-2.3,0.0,0,50.0,0,287.0
2016-03-05,0.5,-3.0,-1.3,0.0,0,11.0,0,322.0
2016-03-06,-2.5,-4.5,-3.5,0.0,0,20.0,0,320.0
2016-03-07,-2.0,-5.0,-3.5,0.0,0,11.0,0,325.0
2016-03-08,-5.0,-7.0,-6.0,0.0,0,1.0,0,325.0
2016-03-09,-2.0,-7.0,-4.5,0.0,0,35.0,0,317.0
2016-03-10,-2.5,-5.0,-3.8,0.0,0,20.0,0,342.0
2016-03-11,-2.0,-5.0,-3.5,0.0,0,24.0,0,347.0
2016-03-12,-4.0,-5.5,-4.8,0.0,0,28.0,0,364.0
2016-03-13,-5.0,-7.0,-6.0,0.0,0,15.0,0,375.0
2016-03-14,-5.0,-8.0,-6.5,0.0,0,6.0,0,373.0
2016-03-15,-3.0,-7.5,-5.3,0.0,0,3.0,0,370.0
2016-03-16,-2.0,-9.0,-5.5,0.0,0,0.0,0,361.0
2016-03-17,-3.0,-10.0,-6.5,0.0,0,0.0,0,348.0
2016-03-18,1.0,-9.0,-4.0,0.0,0,0.0,0,346.0
2016-03-19,1.5,-5.0,-1.8,0.0,0,0.0,0,340.0
2016-03-20,2.0,-2.0,0.0,8.0,0,12.0,0,335.0
2016-03-21,0.0,-2.5,-1.3,0.0,0,3.0,0,339.0
2016-03-22,0.0,-5.0,-2.5,0.0,0,1.0,0,329.0
2016-03-23,-1.0,-5.0,-3.0,0.0,0,12.0,0,325.0
2016-03-24,-3.5,-6.0,-4.8,0.0,0,1.0,0,334.0
2016-03-25,0.0,-7.5,-3.8,0.0,0,0.0,0,331.0
2016-03-26,1.5,-6.5,-2.5,0.0,0,6.0,0,326.0
2016-03-27,-1.0,-4.0,-2.5,0.0,0,3.0,0,328.0
2016-03-28,0.5,-6.0,-2.8,0.0,0,0.0,0,326.0
2016-03-29,6.5,-4.0,1.3,0.0,0,0.0,0,324.0
2016-03-30,10.0,2.5,6.3,0.0,0,0.0,0,318.0
2016-03-31,13.0,4.5,8.8,0.0,0,0.0,0,312.0
2016-04-01,9.0,4.5,6.8,0.0,0,0.0,0,307.0
2016-04-02,5.666666666666666,2.0,3.8666666666666663,0.0,0,0.0,0,302.0
2016-04-03,2.3333333333333326,-0.5,0.9333333333333327,0.0,0,0.0,0,297.0
2016-04-04,-1.0,-3.0,-2.0,0.0,0,6.0,0,292.0
2016-04-05,0.0,-4.5,-2.3,0.0,0,2.0,0,292.0
2016-04-06,8.5,-2.0,3.3,0.0,0,0.0,0,292.0
2016-04-07,13.0,2.0,7.5,0.0,0,0.0,0,281.0
2016-04-08,11.0,7.0,9.0,0.0,0,0.0,0,281.0
2016-04-09,9.0,4.25,6.65,0.0,0,0.0,0,276.5
2016-04-10,7.0,1.5,4.3,0.0,0,0.0,0,272.0
2016-04-11,1.5,-1.0,0.3,2.0,0,0.0,1,270.0
2016-04-12,-1.0,-3.0,-2.0,0.0,0,16.0,0,265.0
2016-04-13,1.0,-7.0,-3.0,0.0,0,0.0,0,281.0
2016-04-14,4.0,-5.0,-0.5,0.0,0,0.0,0,274.0
2016-04-15,0.0,-2.5,-1.3,0.0,0,0.0,1,269.0
2016-04-16,5.0,-3.5,0.8,0.0,0,0.0,0,266.0
2016-04-17,0.5,-4.25,-1.8499999999999999,0.0,0,0.0,0,196.0
2016-11-23,-4.0,-5.0,-4.5,0.0,0,44.0,0,126.0
2016-11-24,-4.0,-5.5,-4.8,0.0,0,64.0,0,155.0
2016-11-25,-4.0,-6.0,-5.0,0.0,0,22.0,0,185.0
2016-11-26,-2.0,-7.0,-4.5,0.0,0,31.0,0,188.0
2016-11-27,-5.0,-6.0,-5.5,0.0,0,6.0,0,200.0
2016-11-28,-2.5,-7.5,-5.0,0.0,0,0.0,0,194.0
2016-11-29,-3.0,-7.5,-5.3,0.0,0,4.0,0,180.0
2016-11-30,-3.0,-5.5,-4.3,0.0,0,1.0,0,178.0
2016-12-01,-2.5,-9.0,-5.8,0.0,0,4.0,0,172.0
2016-12-02,-1.5,-6.0,-3.8,0.0,0,2.0,0,173.0
2016-12-03,-5.0,-6.0,-5.5,0.0,0,3.0,0,166.0
2016-12-04,-7.5,-10.5,-9.0,0.0,0,2.0,0,162.0
2016-12-05,-10.0,-12.5,-11.3,0.0,0,0.0,1,159.0
2016-12-06,-16.0,-16.5,-16.3,0.0,0,0.0,0,156.0
2016-12-07,-13.0,-19.0,-16.0,0.0,0,0.0,0,155.0
2016-12-08,-10.5,-18.5,-14.5,0.0,0,1.0,0,154.0
2016-12-09,-7.0,-17.0,-12.0,0.0,0,13.0,0,152.0
2016-12-10,-6.5,-10.0,-8.3,0.0,0,5.0,0,159.0
2016-12-11,-7.0,-9.0,-8.0,0.0,0,14.0,0,165.0
2016-12-12,-11.0,-15.0,-13.0,0.0,0,0.0,1,173.0
2016-12-13,-8.0,-15.0,-11.5,0.0,0,0.0,0,166.0
2016-12-14,-6.5,-14.0,-10.3,0.0,0,0.0,0,163.0
2016-12-15,-9.5,-14.0,-11.8,0.0,0,0.0,0,161.0
2016-12-16,-13.0,-18.5,-15.8,0.0,0,0.0,0,159.0
2016-12-17,-6.5,-14.5,-10.5,0.0,0,1.0,0,154.0
2016-12-18,-5.0,-10.5,-7.8,0.0,0,31.0,0,154.0
2016-12-19,-3.5,-8.5,-6.0,0.0,0,6.0,0,181.0
2016-12-20,-2.0,-8.0,-5.0,0.0,0,4.0,0,177.0
2016-12-21,-3.0,-7.0,-5.0,0.0,0,1.0,0,170.0
2016-12-22,-5.0,-7.0,-6.0,0.0,0,11.0,0,168.0
2016-12-23,-8.5,-9.5,-9.0,0.0,0,27.0,0,173.0
2016-12-24,-10.5,-12.0,-11.3,0.0,0,0.0,0,173.0
2016-12-25,-8.5,-15.5,-12.0,0.0,0,1.0,0,170.0
2016-12-26,-5.5,-12.0,-8.8,0.0,0,23.0,0,168.0
2016-12-27,-6.0,-8.0,-7.0,0.0,0,5.0,0,188.0
2016-12-28,-6.5,-10.0,-8.3,0.0,0,13.0,0,184.0
2016-12-29,-5.5,-8.0,-6.8,0.0,0,41.0,0,192.0
2016-12-30,-5.5,-10.0,-7.8,0.0,0,0.0,1,217.0
2016-12-31,-8.0,-12.5,-10.3,0.0,0,8.0,0,207.0
2017-01-01,-14.0,-16.5,-15.3,0.0,0,0.0,0,203.0
2017-01-02,-18.0,-21.0,-19.5,0.0,0,0.0,0,199.0
2017-01-03,-14.5,-21.5,-18.0,0.0,0,0.0,0,195.0
2017-01-04,-8.0,-18.0,-13.0,0.0,0,0.0,0,190.0
2017-01-05,-6.5,-11.0,-8.8,0.0,0,1.0,0,187.0
2017-01-06,-8.5,-10.5,-9.5,0.0,0,4.0,0,184.0
2017-01-07,-3.5,-12.0,-7.8,0.0,0,0.0,0,185.0
2017-01-08,-1.0,-10.0,-5.5,0.0,0,15.0,0,182.0
2017-01-09,-6.0,-8.5,-7.3,0.0,0,3.0,0,193.0
